^,23.8,27.2,6,105.7,648,1384.9,126.8,280.00,582.27,2,52.6,74.5,7.4,122.8,512.00,2,0.706,60.585,910,Fri Oct  6 13:21:22 2023,~
^,23.6,27.2,6,105.7,644,1386.7,126.9,280.00,583.36,2,53.4,75.5,7.6,123.0,512.00,2,0.706,60.597,911,Fri Oct  6 13:21:52 2023,~
^,23.6,27.2,6,105.3,644,1388.5,127.1,280.00,578.59,2,53.5,75.9,7.7,123.1,512.00,2,0.706,60.587,912,Fri Oct  6 13:21:52 2023,~
^,23.4,27.2,6,105.6,640,1390.3,127.2,280.00,578.48,2,52.8,74.6,7.3,123.0,512.00,2,0.706,60.586,913,Fri Oct  6 13:21:52 2023,~
^,23.3,27.2,6,105.6,637,1392.1,127.4,280.00,575.27,2,53.0,75.0,7.5,122.9,512.00,2,0.706,60.602,914,Fri Oct  6 13:22:22 2023,~
^,23.1,27.2,6,105.7,625,1393.9,127.5,280.00,572.11,2,53.1,75.2,7.7,123.1,512.00,2,0.706,60.596,915,Fri Oct  6 13:22:22 2023,~
^,23.1,27.2,6,104.9,619,1395.6,127.7,280.00,560.18,2,53.0,74.9,7.5,123.1,512.00,2,0.706,60.591,916,Fri Oct  6 13:22:22 2023,~
^,22.8,27.2,6,104.1,625,1397.3,127.8,280.00,554.38,2,52.9,75.1,7.6,123.0,512.00,2,0.706,60.593,917,Fri Oct  6 13:22:52 2023,~
^,22.7,27.2,6,104.1,617,1399.1,127.9,280.00,560.39,2,53.1,75.0,7.6,123.1,512.00,2,0.706,60.585,918,Fri Oct  6 13:22:52 2023,~
^,22.6,27.2,6,104.0,618,1400.8,128.1,280.00,552.30,2,53.6,75.7,7.5,123.0,512.00,2,0.706,60.586,919,Fri Oct  6 13:22:52 2023,~
^,22.4,27.2,6,104.0,609,1402.5,128.2,280.00,552.77,2,53.4,75.3,7.2,122.8,512.00,2,0.706,60.582,920,Fri Oct  6 13:23:22 2023,~
^,22.5,27.2,6,103.9,616,1404.2,128.4,280.00,544.11,2,52.8,74.6,7.5,122.9,512.00,2,0.706,60.578,921,Fri Oct  6 13:23:22 2023,~
^,22.4,27.2,6,103.9,611,1405.9,128.5,280.00,551.63,2,53.4,75.5,7.3,122.9,512.00,2,0.706,60.582,922,Fri Oct  6 13:23:22 2023,~
^,22.3,27.2,6,104.0,611,1407.6,128.7,280.00,546.08,2,53.2,75.3,7.6,123.2,512.00,2,0.706,60.579,923,Fri Oct  6 13:23:52 2023,~
^,22.3,27.2,6,104.0,609,1409.3,128.8,280.00,546.29,2,53.4,75.5,7.5,123.1,512.00,2,0.706,60.588,924,Fri Oct  6 13:23:52 2023,~
^,22.7,27.2,6,104.0,613,1411.0,129.0,280.00,544.11,2,53.5,75.5,7.4,123.1,512.00,2,0.706,60.593,925,Fri Oct  6 13:23:52 2023,~
^,22.5,27.2,6,104.0,608,1412.7,129.1,280.00,547.95,2,53.4,75.6,7.7,123.2,512.00,2,0.706,60.597,926,Fri Oct  6 13:24:22 2023,~
^,22.2,27.2,6,104.1,585,1414.4,129.3,280.00,543.13,2,52.5,74.6,7.5,123.0,512.00,2,0.700,60.592,927,Fri Oct  6 13:24:22 2023,~
^,22.6,27.2,6,104.2,614,1416.0,129.4,280.00,521.41,2,52.8,74.7,7.3,122.7,512.00,2,0.706,60.592,928,Fri Oct  6 13:24:22 2023,~
^,22.5,27.2,6,104.2,612,1417.7,129.6,280.00,549.66,2,52.4,74.5,7.6,123.2,512.00,2,0.706,60.592,929,Fri Oct  6 13:24:52 2023,~
^,22.5,27.2,6,104.2,612,1419.4,129.7,280.00,548.11,2,52.1,74.5,7.5,123.0,512.00,2,0.700,60.589,930,Fri Oct  6 13:24:52 2023,~
^,22.7,27.2,6,104.1,605,1421.1,129.9,280.00,548.42,2,52.7,74.8,7.4,123.1,512.00,2,0.700,60.597,931,Fri Oct  6 13:24:52 2023,~
^,22.5,27.2,6,104.1,615,1422.8,130.0,280.00,540.90,2,53.4,75.4,7.3,122.9,512.00,2,0.706,60.591,932,Fri Oct  6 13:25:22 2023,~
^,22.7,27.2,6,104.1,602,1424.5,130.2,280.00,550.02,2,53.2,75.1,7.4,123.0,512.00,2,0.706,60.592,933,Fri Oct  6 13:25:22 2023,~
^,22.3,27.2,6,104.1,621,1426.2,130.3,280.00,537.42,2,53.1,75.0,7.6,123.1,512.00,2,0.706,60.598,934,Fri Oct  6 13:25:22 2023,~
^,23.0,27.2,6,105.6,621,1427.9,130.5,280.00,556.24,2,53.5,75.7,7.4,123.1,512.00,2,0.706,60.592,935,Fri Oct  6 13:25:52 2023,~
^,23.0,27.2,6,105.7,625,1429.6,130.6,280.00,555.83,2,53.0,75.1,7.4,122.8,512.00,2,0.706,60.596,936,Fri Oct  6 13:25:52 2023,~
^,22.9,27.2,6,105.7,623,1431.3,130.7,280.00,560.29,2,52.8,74.6,7.5,122.9,512.00,2,0.706,60.596,937,Fri Oct  6 13:25:52 2023,~
^,23.0,27.2,6,105.7,611,1433.1,130.9,280.00,558.53,2,52.7,74.5,7.2,122.8,512.00,2,0.706,60.605,938,Fri Oct  6 13:26:22 2023,~
^,22.6,27.2,6,105.8,614,1434.8,131.0,280.00,546.81,2,53.2,75.2,7.4,123.1,512.00,2,0.706,60.600,939,Fri Oct  6 13:26:22 2023,~
^,22.1,27.2,6,105.7,620,1436.5,131.2,280.00,549.24,2,52.8,74.7,7.4,123.0,512.00,2,0.706,60.599,940,Fri Oct  6 13:26:22 2023,~
^,22.9,27.2,6,105.6,623,1438.2,131.3,280.00,555.57,2,53.0,75.1,7.2,122.8,512.00,2,0.706,60.585,941,Fri Oct  6 13:26:52 2023,~
^,22.8,27.2,6,105.6,619,1439.9,131.5,280.00,558.32,2,53.0,74.9,7.3,123.0,512.00,2,0.706,60.611,942,Fri Oct  6 13:26:52 2023,~
^,22.9,27.2,6,105.7,623,1441.6,131.6,280.00,554.38,2,53.4,75.4,7.3,122.9,512.00,2,0.706,60.613,943,Fri Oct  6 13:26:52 2023,~
